หมวด,รายการวัสดุ / ค่าแรง,% เผื่อสูญเสีย,ปริมาณ (ตามแบบ),ปริมาณ (รวมเผื่อ),หน่วย,ค่าวัสดุ/หน่วย,ค่าแรง/หน่วย,รวมค่าวัสดุ,รวมค่าแรง,รวมเป็นเงิน
8,ประตูห้องน้ำเกร็ด ไม้เนื้อแข็ง(80X200 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D145), D145*(1+C145), 0)",ชุด,2500.00,500.00,"=IF(ISNUMBER(E145), E145*G145, 0)","=IF(ISNUMBER(E145), E145*H145, 0)","=IF(ISNUMBER(E145), I145+J145, 0)"
8,ประตูห้องน้ำ UPVC (บานทึบ/เกล็ด) (70X1.85 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D146), D146*(1+C146), 0)",ชุด,2100.00,500.00,"=IF(ISNUMBER(E146), E146*G146, 0)","=IF(ISNUMBER(E146), E146*H146, 0)","=IF(ISNUMBER(E146), I146+J146, 0)"
8,ประตูห้องน้ำ PVC (บานทึบ/เกล็ด) (70X1.85 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D147), D147*(1+C147), 0)",ชุด,2100.00,500.00,"=IF(ISNUMBER(E147), E147*G147, 0)","=IF(ISNUMBER(E147), E147*H147, 0)","=IF(ISNUMBER(E147), I147+J147, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S4 (240x110 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D148), D148*(1+C148), 0)",ชุด,9800.00,300.00,"=IF(ISNUMBER(E148), E148*G148, 0)","=IF(ISNUMBER(E148), E148*H148, 0)","=IF(ISNUMBER(E148), I148+J148, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S4 (240x150 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D149), D149*(1+C149), 0)",ชุด,10900.00,300.00,"=IF(ISNUMBER(E149), E149*G149, 0)","=IF(ISNUMBER(E149), E149*H149, 0)","=IF(ISNUMBER(E149), I149+J149, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S4 (240x180 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D150), D150*(1+C150), 0)",ชุด,14400.00,300.00,"=IF(ISNUMBER(E150), E150*G150, 0)","=IF(ISNUMBER(E150), E150*H150, 0)","=IF(ISNUMBER(E150), I150+J150, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S3 (180x110 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D151), D151*(1+C151), 0)",ชุด,7500.00,300.00,"=IF(ISNUMBER(E151), E151*G151, 0)","=IF(ISNUMBER(E151), E151*H151, 0)","=IF(ISNUMBER(E151), I151+J151, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S3 (180x150 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D152), D152*(1+C152), 0)",ชุด,8600.00,300.00,"=IF(ISNUMBER(E152), E152*G152, 0)","=IF(ISNUMBER(E152), E152*H152, 0)","=IF(ISNUMBER(E152), I152+J152, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S3 (180x180 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D153), D153*(1+C153), 0)",ชุด,13200.00,300.00,"=IF(ISNUMBER(E153), E153*G153, 0)","=IF(ISNUMBER(E153), E153*H153, 0)","=IF(ISNUMBER(E153), I153+J153, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S2 (120x110 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D154), D154*(1+C154), 0)",ชุด,3700.00,300.00,"=IF(ISNUMBER(E154), E154*G154, 0)","=IF(ISNUMBER(E154), E154*H154, 0)","=IF(ISNUMBER(E154), I154+J154, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S2 (120x150 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D155), D155*(1+C155), 0)",ชุด,4300.00,300.00,"=IF(ISNUMBER(E155), E155*G155, 0)","=IF(ISNUMBER(E155), E155*H155, 0)","=IF(ISNUMBER(E155), I155+J155, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S2 (120x180 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D156), D156*(1+C156), 0)",ชุด,4900.00,300.00,"=IF(ISNUMBER(E156), E156*G156, 0)","=IF(ISNUMBER(E156), E156*H156, 0)","=IF(ISNUMBER(E156), I156+J156, 0)"
9,หน้าต่างบานเลื่อนอลูมิเนียม S2 (80x50 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D157), D157*(1+C157), 0)",ชุด,2900.00,300.00,"=IF(ISNUMBER(E157), E157*G157, 0)","=IF(ISNUMBER(E157), E157*H157, 0)","=IF(ISNUMBER(E157), I157+J157, 0)"
9,หน้าต่างบานเปิดข้างอลูมิเนียม A1 (บานเดี่ยว) (W 0.35)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D158), D158*(1+C158), 0)",ชุด,2600.00,300.00,"=IF(ISNUMBER(E158), E158*G158, 0)","=IF(ISNUMBER(E158), E158*H158, 0)","=IF(ISNUMBER(E158), I158+J158, 0)"
9,หน้าต่างบานเปิดข้างอลูมิเนียม A1 (บานเดี่ยว) (W 0.45)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D159), D159*(1+C159), 0)",ชุด,3000.00,300.00,"=IF(ISNUMBER(E159), E159*G159, 0)","=IF(ISNUMBER(E159), E159*H159, 0)","=IF(ISNUMBER(E159), I159+J159, 0)"
9,หน้าต่างบานเปิดข้างอลูมิเนียม A1 (บานเดี่ยว) (W 0.60)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D160), D160*(1+C160), 0)",ชุด,3200.00,300.00,"=IF(ISNUMBER(E160), E160*G160, 0)","=IF(ISNUMBER(E160), E160*H160, 0)","=IF(ISNUMBER(E160), I160+J160, 0)"
9,หน้าต่างบานเปิดข้างอลูมิเนียม A1 (บานเดี่ยว) (W 0.80)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D161), D161*(1+C161), 0)",ชุด,3700.00,300.00,"=IF(ISNUMBER(E161), E161*G161, 0)","=IF(ISNUMBER(E161), E161*H161, 0)","=IF(ISNUMBER(E161), I161+J161, 0)"
9,หน้าต่างบานเปิดข้างอลูมิเนียม A2 (บานคู่) (W 1.20)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D162), D162*(1+C162), 0)",ชุด,4800.00,300.00,"=IF(ISNUMBER(E162), E162*G162, 0)","=IF(ISNUMBER(E162), E162*H162, 0)","=IF(ISNUMBER(E162), I162+J162, 0)"
9,หน้าต่างบานเปิดข้างอลูมิเนียม A2 (บานคู่) (W 1.80)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D163), D163*(1+C163), 0)",ชุด,6600.00,300.00,"=IF(ISNUMBER(E163), E163*G163, 0)","=IF(ISNUMBER(E163), E163*H163, 0)","=IF(ISNUMBER(E163), I163+J163, 0)"
9,หน้าต่างบานติดตายอลูมิเนียม (Fixed) W0.35+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D164), D164*(1+C164), 0)",ชุด,3200.00,300.00,"=IF(ISNUMBER(E164), E164*G164, 0)","=IF(ISNUMBER(E164), E164*H164, 0)","=IF(ISNUMBER(E164), I164+J164, 0)"
9,หน้าต่างบานติดตายอลูมิเนียม (Fixed) W0.45+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D165), D165*(1+C165), 0)",ชุด,4000.00,300.00,"=IF(ISNUMBER(E165), E165*G165, 0)","=IF(ISNUMBER(E165), E165*H165, 0)","=IF(ISNUMBER(E165), I165+J165, 0)"
9,หน้าต่างบานติดตายอลูมิเนียม ตามแบบ+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D166), D166*(1+C166), 0)",ชุด,3500.00,300.00,"=IF(ISNUMBER(E166), E166*G166, 0)","=IF(ISNUMBER(E166), E166*H166, 0)","=IF(ISNUMBER(E166), I166+J166, 0)"
9,หน้าต่างบานกระทุ้งอลูมิเนียม A1 (บานเดี่ยว)(80x50 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D167), D167*(1+C167), 0)",ชุด,1000.00,300.00,"=IF(ISNUMBER(E167), E167*G167, 0)","=IF(ISNUMBER(E167), E167*H167, 0)","=IF(ISNUMBER(E167), I167+J167, 0)"
9,หน้าต่างบานกระทุ้งอลูมิเนียม A2  (บานคู่) (120x50 ซม.)+พร้อมอุปกรณ์,0%,,"=IF(ISNUMBER(D168), D168*(1+C168), 0)",ชุด,2000.00,300.00,"=IF(ISNUMBER(E168), E168*G168, 0)","=IF(ISNUMBER(E168), E168*H168, 0)","=IF(ISNUMBER(E168), I168+J168, 0)"
10,บล็อกปลั๊ก (เต้ารับคู่มีกราวด์),0%,,"=IF(ISNUMBER(D169), D169*(1+C169), 0)",จุด,600.00,150.00,"=IF(ISNUMBER(E169), E169*G169, 0)","=IF(ISNUMBER(E169), E169*H169, 0)","=IF(ISNUMBER(E169), I169+J169, 0)"
10,บล็อกสวิทช์ (สวิทช์ทางเดียว),0%,,"=IF(ISNUMBER(D170), D170*(1+C170), 0)",จุด,500.00,150.00,"=IF(ISNUMBER(E170), E170*G170, 0)","=IF(ISNUMBER(E170), E170*H170, 0)","=IF(ISNUMBER(E170), I170+J170, 0)"
10,บล็อกสวิทช์ (สวิทช์สองทาง),0%,,"=IF(ISNUMBER(D171), D171*(1+C171), 0)",จุด,850.00,150.00,"=IF(ISNUMBER(E171), E171*G171, 0)","=IF(ISNUMBER(E171), E171*H171, 0)","=IF(ISNUMBER(E171), I171+J171, 0)"
10,บล็อกแอร์ (รวมเบรกเกอร์และสาย VAF/THW),0%,,"=IF(ISNUMBER(D172), D172*(1+C172), 0)",จุด,1600.00,250.00,"=IF(ISNUMBER(E172), E172*G172, 0)","=IF(ISNUMBER(E172), E172*H172, 0)","=IF(ISNUMBER(E172), I172+J172, 0)"
10,บล็อกเครื่องทำน้ำอุ่น (รวมเบรกเกอร์กันดูด/สายดิน),0%,,"=IF(ISNUMBER(D173), D173*(1+C173), 0)",จุด,1950.00,350.00,"=IF(ISNUMBER(E173), E173*G173, 0)","=IF(ISNUMBER(E173), E173*H173, 0)","=IF(ISNUMBER(E173), I173+J173, 0)"
10,ไฟระย้า (หรือ แชนเดอเลียร์ - Chandelier),0%,,"=IF(ISNUMBER(D174), D174*(1+C174), 0)",จุด,18500.00,1000.00,"=IF(ISNUMBER(E174), E174*G174, 0)","=IF(ISNUMBER(E174), E174*H174, 0)","=IF(ISNUMBER(E174), I174+J174, 0)"
10,ดาวไลท์ + หลอด LED 12W (ฝังฝ้า),0%,,"=IF(ISNUMBER(D175), D175*(1+C175), 0)",จุด,450.00,200.00,"=IF(ISNUMBER(E175), E175*G175, 0)","=IF(ISNUMBER(E175), E175*H175, 0)","=IF(ISNUMBER(E175), I175+J175, 0)"
10,โคมซาลาเปา + หลอด LED 24W,0%,,"=IF(ISNUMBER(D176), D176*(1+C176), 0)",จุด,750.00,250.00,"=IF(ISNUMBER(E176), E176*G176, 0)","=IF(ISNUMBER(E176), E176*H176, 0)","=IF(ISNUMBER(E176), I176+J176, 0)"
10,ไฟกิ่งหน้าบ้าน (Outdoor Wall Lamp),0%,,"=IF(ISNUMBER(D177), D177*(1+C177), 0)",จุด,1850.00,450.00,"=IF(ISNUMBER(E177), E177*G177, 0)","=IF(ISNUMBER(E177), E177*H177, 0)","=IF(ISNUMBER(E177), I177+J177, 0)"
10,ตู้โหลด (Consumer Unit) พร้อมลูกย่อยครบชุด,0%,,"=IF(ISNUMBER(D178), D178*(1+C178), 0)",ชุด,7500.00,1500.00,"=IF(ISNUMBER(E178), E178*G178, 0)","=IF(ISNUMBER(E178), E178*H178, 0)","=IF(ISNUMBER(E178), I178+J178, 0)"
10,สายเมนเข้ามิเตอร์ (THW/NYY  มิเตอร์ 15(45)A ) รวมไม่เกิน 25 เมตร,10%,,"=IF(ISNUMBER(D179), D179*(1+C179), 0)",เมตร,350.00,80.00,"=IF(ISNUMBER(E179), E179*G179, 0)","=IF(ISNUMBER(E179), E179*H179, 0)","=IF(ISNUMBER(E179), I179+J179, 0)"
10,สายเมนเข้ามิเตอร์ (THW/NYY มิเตอร์ 30(100)A ) รวมไม่เกิน 25 เมตร,10%,,"=IF(ISNUMBER(D180), D180*(1+C180), 0)",เมตร,550.00,100.00,"=IF(ISNUMBER(E180), E180*G180, 0)","=IF(ISNUMBER(E180), E180*H180, 0)","=IF(ISNUMBER(E180), I180+J180, 0)"
11,สุขภัณฑ์แบบนั่งยอง,0%,,"=IF(ISNUMBER(D181), D181*(1+C181), 0)",ชุด,750.00,300.00,"=IF(ISNUMBER(E181), E181*G181, 0)","=IF(ISNUMBER(E181), E181*H181, 0)","=IF(ISNUMBER(E181), I181+J181, 0)"
11,สุขภัณฑ์แบบชิ้นเดียว (One Piece Toilet),0%,,"=IF(ISNUMBER(D182), D182*(1+C182), 0)",ชุด,6500.00,500.00,"=IF(ISNUMBER(E182), E182*G182, 0)","=IF(ISNUMBER(E182), E182*H182, 0)","=IF(ISNUMBER(E182), I182+J182, 0)"
11,สุขภัณฑ์แบบสองชิ้น (Two Piece Toilet / Close Coupled Toilet),0%,,"=IF(ISNUMBER(D183), D183*(1+C183), 0)",ชุด,8500.00,500.00,"=IF(ISNUMBER(E183), E183*G183, 0)","=IF(ISNUMBER(E183), E183*H183, 0)","=IF(ISNUMBER(E183), I183+J183, 0)"
11,สุขภัณฑ์แบบแขวนผนัง (Wall Hung Toilet),0%,,"=IF(ISNUMBER(D184), D184*(1+C184), 0)",ชุด,45000.00,1500.00,"=IF(ISNUMBER(E184), E184*G184, 0)","=IF(ISNUMBER(E184), E184*H184, 0)","=IF(ISNUMBER(E184), I184+J184, 0)"
11,สุขภัณฑ์แบบตั้งพื้น (Wall Faced Toilet),0%,,"=IF(ISNUMBER(D185), D185*(1+C185), 0)",ชุด,18500.00,1500.00,"=IF(ISNUMBER(E185), E185*G185, 0)","=IF(ISNUMBER(E185), E185*H185, 0)","=IF(ISNUMBER(E185), I185+J185, 0)"
11,สุขภัณฑ์แบบอัตโนมัติ (Smart Toilet / Automatic Toilet),0%,,"=IF(ISNUMBER(D186), D186*(1+C186), 0)",ชุด,19500.00,1500.00,"=IF(ISNUMBER(E186), E186*G186, 0)","=IF(ISNUMBER(E186), E186*H186, 0)","=IF(ISNUMBER(E186), I186+J186, 0)"
11,ฝักบัวสายอ่อน (Hand Shower),5%,,"=IF(ISNUMBER(D187), D187*(1+C187), 0)",ชุด,2250.00,500.00,"=IF(ISNUMBER(E187), E187*G187, 0)","=IF(ISNUMBER(E187), E187*H187, 0)","=IF(ISNUMBER(E187), I187+J187, 0)"
11,ฝักบัวสายอ่อน (Hand Shower)+ (Rain Shower),5%,,"=IF(ISNUMBER(D188), D188*(1+C188), 0)",ชุด,14500.00,1500.00,"=IF(ISNUMBER(E188), E188*G188, 0)","=IF(ISNUMBER(E188), E188*H188, 0)","=IF(ISNUMBER(E188), I188+J188, 0)"
11,อ่างล้างหน้าแบบแขวนผนัง (Wall-Hung Basin),0%,,"=IF(ISNUMBER(D189), D189*(1+C189), 0)",ชุด,2500.00,500.00,"=IF(ISNUMBER(E189), E189*G189, 0)","=IF(ISNUMBER(E189), E189*H189, 0)","=IF(ISNUMBER(E189), I189+J189, 0)"
11,อ่างล้างหน้าแบบตั้งบนเคาน์เตอร์ (Vessel / Countertop Basin),0%,,"=IF(ISNUMBER(D190), D190*(1+C190), 0)",ชุด,6000.00,500.00,"=IF(ISNUMBER(E190), E190*G190, 0)","=IF(ISNUMBER(E190), E190*H190, 0)","=IF(ISNUMBER(E190), I190+J190, 0)"
11,อ่างล้างหน้าแบบฝังใต้เคาน์เตอร์ (Undermount Basin),0%,,"=IF(ISNUMBER(D191), D191*(1+C191), 0)",ชุด,4000.00,500.00,"=IF(ISNUMBER(E191), E191*G191, 0)","=IF(ISNUMBER(E191), E191*H191, 0)","=IF(ISNUMBER(E191), I191+J191, 0)"
11,อ่างล้างหน้าแบบฝังบนเคาน์เตอร์ (Drop-in / Self-rimming Basin),0%,,"=IF(ISNUMBER(D192), D192*(1+C192), 0)",ชุด,5000.00,2000.00,"=IF(ISNUMBER(E192), E192*G192, 0)","=IF(ISNUMBER(E192), E192*H192, 0)","=IF(ISNUMBER(E192), I192+J192, 0)"
11,อ่างล้างหน้าแบบฝังครึ่งเคาน์เตอร์ (Semi-Recessed Basin),0%,,"=IF(ISNUMBER(D193), D193*(1+C193), 0)",ชุด,6500.00,2000.00,"=IF(ISNUMBER(E193), E193*G193, 0)","=IF(ISNUMBER(E193), E193*H193, 0)","=IF(ISNUMBER(E193), I193+J193, 0)"
11,อ่างล้างหน้าแบบมีขาตั้ง (Pedestal Basin),0%,,"=IF(ISNUMBER(D194), D194*(1+C194), 0)",ชุด,4500.00,500.00,"=IF(ISNUMBER(E194), E194*G194, 0)","=IF(ISNUMBER(E194), E194*H194, 0)","=IF(ISNUMBER(E194), I194+J194, 0)"
11,อ่างล้างหน้าแบบตั้งพื้น (Floor-standing / Free-standing),0%,,"=IF(ISNUMBER(D195), D195*(1+C195), 0)",ชุด,18000.00,500.00,"=IF(ISNUMBER(E195), E195*G195, 0)","=IF(ISNUMBER(E195), E195*H195, 0)","=IF(ISNUMBER(E195), I195+J195, 0)"
11,ที่วางสบู่ (เซรามิก/สแตนเลส),0%,,"=IF(ISNUMBER(D196), D196*(1+C196), 0)",ชุด,450.00,120.00,"=IF(ISNUMBER(E196), E196*G196, 0)","=IF(ISNUMBER(E196), E196*H196, 0)","=IF(ISNUMBER(E196), I196+J196, 0)"
11,สายฉีดชำระ (ครบชุดพร้อมสาย),0%,,"=IF(ISNUMBER(D197), D197*(1+C197), 0)",ชุด,650.00,120.00,"=IF(ISNUMBER(E197), E197*G197, 0)","=IF(ISNUMBER(E197), E197*H197, 0)","=IF(ISNUMBER(E197), I197+J197, 0)"
11,ที่ใส่กระดาษชำระ,0%,,"=IF(ISNUMBER(D198), D198*(1+C198), 0)",ชุด,1550.00,120.00,"=IF(ISNUMBER(E198), E198*G198, 0)","=IF(ISNUMBER(E198), E198*H198, 0)","=IF(ISNUMBER(E198), I198+J198, 0)"
11,ราวแขวนผ้า (สแตนเลส 304 ยาว 60 ซม.),0%,,"=IF(ISNUMBER(D199), D199*(1+C199), 0)",ชุด,1250.00,120.00,"=IF(ISNUMBER(E199), E199*G199, 0)","=IF(ISNUMBER(E199), E199*H199, 0)","=IF(ISNUMBER(E199), I199+J199, 0)"
11,ก๊อกน้ำติดอ่างล้างหน้า (ชุบโครเมียม),0%,,"=IF(ISNUMBER(D200), D200*(1+C200), 0)",ชุด,1250.00,30.00,"=IF(ISNUMBER(E200), E200*G200, 0)","=IF(ISNUMBER(E200), E200*H200, 0)","=IF(ISNUMBER(E200), I200+J200, 0)"
11,ก๊อกน้ำล้างพื้น COTTO (บอลวาล์ว/ก้านปัด),0%,,"=IF(ISNUMBER(D201), D201*(1+C201), 0)",ชุด,450.00,30.00,"=IF(ISNUMBER(E201), E201*G201, 0)","=IF(ISNUMBER(E201), E201*H201, 0)","=IF(ISNUMBER(E201), I201+J201, 0)"
11,กระจกเงา หนา 6 มม. (เจียรปรี/เข้ากรอบ),0%,,"=IF(ISNUMBER(D202), D202*(1+C202), 0)",ชุด,1850.00,200.00,"=IF(ISNUMBER(E202), E202*G202, 0)","=IF(ISNUMBER(E202), E202*H202, 0)","=IF(ISNUMBER(E202), I202+J202, 0)"
11,FD.ตะแกรงดักกลิ่น (สแตนเลสกันแมลง) น้ำทิ้ง,0%,,"=IF(ISNUMBER(D203), D203*(1+C203), 0)",ชุด,450.00,120.00,"=IF(ISNUMBER(E203), E203*G203, 0)","=IF(ISNUMBER(E203), E203*H203, 0)","=IF(ISNUMBER(E203), I203+J203, 0)"
11,Sub Drain ตะแกรงดักกลิ่น (สแตนเลสกันแมลง) น้ำทิ้ง,0%,,"=IF(ISNUMBER(D204), D204*(1+C204), 0)",ชุด,2550.00,1000.00,"=IF(ISNUMBER(E204), E204*G204, 0)","=IF(ISNUMBER(E204), E204*H204, 0)","=IF(ISNUMBER(E204), I204+J204, 0)"
12,"ถังบำบัดน้ำเสีย (1,000 ลิตร)",5%,,"=IF(ISNUMBER(D205), D205*(1+C205), 0)",ชุด,3800.00,3000.00,"=IF(ISNUMBER(E205), E205*G205, 0)","=IF(ISNUMBER(E205), E205*H205, 0)","=IF(ISNUMBER(E205), I205+J205, 0)"
12,"ถังบำบัดน้ำเสีย (1,600 ลิตร)",5%,,"=IF(ISNUMBER(D206), D206*(1+C206), 0)",ชุด,5500.00,3000.00,"=IF(ISNUMBER(E206), E206*G206, 0)","=IF(ISNUMBER(E206), E206*H206, 0)","=IF(ISNUMBER(E206), I206+J206, 0)"
12,ท่อ PVC 4 นิ้ว (ระบายส้วม/น้ำทิ้งหลัก) SCG Class 8.5,5%,,"=IF(ISNUMBER(D207), D207*(1+C207), 0)",เมตร,150.00,0.00,"=IF(ISNUMBER(E207), E207*G207, 0)","=IF(ISNUMBER(E207), E207*H207, 0)","=IF(ISNUMBER(E207), I207+J207, 0)"
12,ท่อ PVC 3 นิ้ว (น้ำทิ้ง/รางน้ำ) SCG SCG Class 8.5,5%,,"=IF(ISNUMBER(D208), D208*(1+C208), 0)",เมตร,100.00,0.00,"=IF(ISNUMBER(E208), E208*G208, 0)","=IF(ISNUMBER(E208), E208*H208, 0)","=IF(ISNUMBER(E208), I208+J208, 0)"
